Year,Month,ppt (mm),tmean (degrees C),PET,spei_1,spei_12,Site,Wat.Bal,spei1_RP,spei12_RP,ppt.anomaly,tmean.anomaly
1961,6,41.36,19.7,119.9339965839215,-1.1024781861170188,-0.2727869447011186,Arapaho,-78.5739965839215,-1.0676672149196471,-0.3659969602409124,4.4922499999999985,11.089583
1961,7,96.83,21.9,137.80040698142668,0.9428613682905267,0.39414211167095414,Arapaho,-40.97040698142668,0.9636037762134625,0.43407135174241845,59.96225,13.289582999999999
1961,8,31.19,22.3,130.74447734868784,-0.8152259807259662,0.2012092114272174,Arapaho,-99.55447734868784,-0.7520096608029374,0.20733972058653985,-5.67775,13.689583
1961,9,69.32,13.7,64.46008531061088,1.2841673159558342,0.8466156333844694,Arapaho,4.8599146893891145,1.2646926199545834,1.050616757188293,32.45224999999999,5.089582999999999
1961,10,11.11,9.2,37.11332117118878,-0.6546892597109233,0.8131912982391888,Arapaho,-26.00332117118878,-0.37569080488689727,0.9378055236890832,-25.75775,0.5895829999999993
1961,11,9.08,1.1,2.7011407195163564,0.09286255199780961,0.8607665771531633,Arapaho,6.378859280483644,0.10678149513845445,1.0067949730137535,-27.787750000000003,-7.510417
1961,12,4.28,-3.9,0,-0.4977554426522814,0.7828563511627827,Arapaho,4.28,-0.7496215926869283,0.8808118639362159,-32.58775,-12.510417
1962,1,3.71,-6.2,0,-0.7207955702747718,0.88723470559805,Arapaho,3.71,-0.7016980497063552,0.8934114929818494,-33.15775,-14.810417000000001
1962,2,9.77,-2.4,0,0.33309016626389276,0.9161825784085121,Arapaho,9.77,0.2351253923601519,0.9255904138537092,-27.09775,-11.010417
1962,3,14.67,-0.3,0,0.08902963687039404,0.8006003251829956,Arapaho,14.67,0.022121101770284427,0.7952209674768048,-22.19775,-8.910417
1962,4,14.02,9.4,44.3788701016827,-1.5307242174901994,0.2467938126555639,Arapaho,-30.3588701016827,-1.4538106062982954,0.21759482987133583,-22.84775,0.7895830000000004
1962,5,137.96,15.6,90.28444309469873,1.2480290588835676,0.0036855435485610233,Arapaho,47.67555690530128,1.118507424534439,-0.040792045209894164,101.09225,6.989583
1962,6,161.05,18,108.00784832109095,1.7646897308406975,1.274286014727847,Arapaho,53.042151678909065,1.8658190713228509,1.5305624446667743,124.18225000000001,9.389583
1962,7,113.18,21,131.25001178582275,1.460221466435518,1.4819282030373433,Arapaho,-18.070011785822743,1.4757723612659288,1.8618818976048779,76.31225,12.389583
1962,8,33.17,21.4,124.64059717311164,-0.46581388447820476,1.5484736559742187,Arapaho,-91.47059717311164,-0.34553784210003063,2.141452125060394,-3.697749999999999,12.789582999999999
1962,9,16.73,15.8,76.06282297827869,-0.6381176545405574,0.9861297612638323,Arapaho,-59.332822978278685,-0.5142266895434253,1.2183195940560498,-20.13775,7.189583000000001
1962,10,24.19,11.2,46.631286747809604,-0.4393472879634898,1.0150525774659565,Arapaho,-22.441286747809603,-0.10607850474499111,1.1733204639479213,-12.67775,2.5895829999999993
1962,11,4.74,4.7,14.572151002263343,-1.4329943633021893,0.8814481947345102,Arapaho,-9.832151002263343,-1.5428523299866836,1.032159813835089,-32.12775,-3.910417
1962,12,10.44,-1.4,0,0.593363321051189,0.9308946662319169,Arapaho,10.44,0.4671916408331471,1.0592614163375818,-26.427750000000003,-10.010417
1963,1,21.43,-10.4,0,1.827909757396732,1.170774882161671,Arapaho,21.43,1.791723780236761,1.1963669018814442,-15.437750000000001,-19.010417
1963,2,8.57,0.8,1.8754070948318227,-0.05178164581385979,1.139335405004306,Arapaho,6.694592905168178,-0.11286413833874437,1.1566871338068763,-28.29775,-7.810417
1963,3,25.05,3.6,13.367173337887408,-0.1028469683245757,1.1230050485217924,Arapaho,11.682826662112593,-0.16020905921504525,1.119567765363627,-11.81775,-5.010417
1963,4,22.16,9.4,44.3788701016827,-1.2209434465503715,1.2065599360455412,Arapaho,-22.2188701016827,-1.1435458670745045,1.1955074608635456,-14.70775,0.7895830000000004
1963,5,52.5,14.8,84.93349301947285,-0.9446062807667162,0.3835363820878722,Arapaho,-32.43349301947285,-1.0617726758063892,0.35910055164322735,15.632249999999999,6.189583000000001
1963,6,73.52,20.9,128.45344923669833,-0.3081950117773721,-0.8874801021931036,Arapaho,-54.93344923669834,-0.24280297043759907,-0.9582919504961622,36.652249999999995,12.289582999999999
